,station,fecha,latitude,longitude,elevation,name,report_type,source,sunrise,sunset,dailyaveragedewpointtemperature,dailyaveragedrybulbtemperature,dailyaveragerelativehumidity,dailyaveragesealevelpressure,dailyaveragestationpressure,dailyaveragewetbulbtemperature,dailyaveragewindspeed,dailymaximumdrybulbtemperature,dailyminimumdrybulbtemperature,dailypeakwinddirection,dailypeakwindspeed,dailyprecipitation,dailysustainedwinddirection,dailysustainedwindspeed,fecha_corta
94,72688024155,2019-09-01 23:59:00,45.6983,-118.8547,452.9,"PENDLETON E OR REGIONAL AIRPORT, OR US",SOD,6,516.0,1834.0,50.0,74.0,42.0,29.89,28.33,60.0,8.7,88.0,60.0,270.0,24.0,0.0,270.0,18.0,2019-09-01
95,72640014839,2019-09-01 23:59:00,42.955,-87.9044,204.2,"MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US",SOD,6,516.0,1827.0,60.0,67.0,82.0,30.12,29.36,62.0,5.7,70.0,63.0,140.0,18.0,,170.0,13.0,2019-09-01
96,72662024090,2019-09-01 23:59:00,44.04584,-103.05443,963.2,"RAPID CITY REGIONAL AIRPORT, SD US",SOD,6,515.0,1828.0,61.0,70.0,71.0,29.99,26.77,65.0,5.0,84.0,56.0,90.0,18.0,0.0,70.0,14.0,2019-09-01
97,72211012842,2019-09-01 23:59:00,27.96194,-82.5403,5.8,"TAMPA INTERNATIONAL AIRPORT, FL US",SOD,6,609.0,1851.0,75.0,83.0,82.0,29.93,29.92,77.0,5.8,91.0,75.0,110.0,23.0,0.26,110.0,16.0,2019-09-01
98,72410013733,2019-09-01 23:59:00,37.32126,-79.20656,286.5,"LYNCHBURG REGIONAL AIRPORT, VA US",SOD,6,547.0,1846.0,65.0,78.0,70.0,30.19,29.21,69.0,6.1,87.0,69.0,150.0,22.0,,140.0,13.0,2019-09-01
99,70273026451,2019-09-01 23:59:00,61.169,-150.0278,36.6,"ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US",SOD,6,552.0,2007.0,50.0,62.0,70.0,29.68,29.54,55.0,13.2,68.0,55.0,150.0,41.0,0.02,160.0,26.0,2019-09-01
100,72435003816,2019-09-01 23:59:00,37.0563,-88.7744,125.9,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",SOD,6,526.0,1824.0,67.0,77.0,72.0,30.05,29.62,71.0,4.1,90.0,64.0,230.0,19.0,0.0,240.0,13.0,2019-09-01
101,72572024127,2019-09-01 23:59:00,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",SOD,6,555.0,1900.0,38.0,85.0,23.0,29.85,25.72,59.0,9.2,100.0,70.0,170.0,22.0,0.0,180.0,17.0,2019-09-01
102,72570024046,2019-09-01 23:59:00,40.49278,-107.52417,1886.7,"CRAIG MOFFAT CO AIRPORT, CO US",SOD,6,537.0,1842.0,37.0,68.0,42.0,30.04,24.08,51.0,2.6,94.0,41.0,280.0,23.0,0.0,250.0,15.0,2019-09-01
103,72792024227,2019-09-01 23:59:00,46.9733,-122.9033,57.3,"OLYMPIA AIRPORT, WA US",SOD,6,531.0,1851.0,57.0,67.0,72.0,30.0,29.78,61.0,3.6,78.0,56.0,220.0,18.0,0.0,180.0,13.0,2019-09-01
104,72231012916,2019-09-01 23:59:00,29.99691,-90.27751,1.2,"NEW ORLEANS AIRPORT, LA US",SOD,6,538.0,1824.0,76.0,87.0,74.0,30.0,29.96,78.0,7.2,91.0,82.0,50.0,23.0,,120.0,17.0,2019-09-01
105,72614594705,2019-09-01 23:59:00,44.2035,-72.5623,343.2,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",SOD,6,513.0,1827.0,50.0,59.0,77.0,30.36,29.15,54.0,5.3,72.0,45.0,190.0,20.0,0.04,170.0,15.0,2019-09-01
106,72745594931,2019-09-01 23:59:00,47.38639,-92.83889,412.1,"HIBBING CHISHOLM HIBBING AIRPORT, MN US",SOD,6,530.0,1852.0,53.0,52.0,90.0,30.07,28.61,54.0,3.3,63.0,41.0,360.0,16.0,0.01,350.0,12.0,2019-09-01
107,70231026510,2019-09-01 23:59:00,62.9574,-155.6103,101.5,"MCGRATH AIRPORT, AK US",SOD,6,609.0,2034.0,48.0,61.0,68.0,29.43,29.08,54.0,7.1,72.0,50.0,110.0,36.0,0.02,100.0,24.0,2019-09-01
108,72606014764,2019-09-01 23:59:00,43.64222,-70.30444,13.7,"PORTLAND JETPORT, ME US",SOD,6,505.0,1817.0,51.0,60.0,71.0,30.35,30.28,56.0,5.0,68.0,51.0,100.0,17.0,0.0,100.0,13.0,2019-09-01
109,72557014943,2019-09-01 23:59:00,42.3913,-96.3791,333.8,"SIOUX CITY AIRPORT, IA US",SOD,6,550.0,1900.0,65.0,71.0,83.0,30.06,28.89,67.0,7.0,83.0,59.0,210.0,20.0,0.0,200.0,15.0,2019-09-01
110,72218003820,2019-09-01 23:59:00,33.3644,-81.9633,40.2,"AUGUSTA BUSH FIELD AIRPORT, GA US",SOD,6,602.0,1853.0,71.0,83.0,77.0,30.08,29.94,74.0,4.0,92.0,73.0,120.0,27.0,0.27,130.0,23.0,2019-09-01
111,72456013996,2019-09-01 23:59:00,39.0725,-95.6261,267.0,"TOPEKA ASOS, KS US",SOD,6,551.0,1853.0,65.0,74.0,78.0,30.09,29.16,68.0,2.6,81.0,67.0,140.0,13.0,0.0,150.0,9.0,2019-09-01
112,72546014933,2019-09-01 23:59:00,41.5338,-93.653,291.7,"DES MOINES INTERNATIONAL AIRPORT, IA US",SOD,6,540.0,1848.0,61.0,69.0,77.0,30.09,29.06,64.0,4.3,79.0,59.0,220.0,15.0,0.0,220.0,12.0,2019-09-01
113,72465023065,2019-09-01 23:59:00,39.3672,-101.6932,1114.3,"GOODLAND RENNER FIELD, KS US",SOD,6,515.0,1818.0,,75.0,,,,,15.0,86.0,64.0,,,0.0,170.0,17.0,2019-09-01
114,74486094789,2019-09-01 23:59:00,40.63915,-73.76401,3.4,"JFK INTERNATIONAL AIRPORT, NY US",SOD,6,522.0,1828.0,61.0,69.0,73.0,30.3,30.29,64.0,10.6,76.0,62.0,130.0,21.0,0.0,110.0,17.0,2019-09-01
115,72520094823,2019-09-01 23:59:00,40.4846,-80.2144,366.7,"PITTSBURGH ASOS, PA US",SOD,6,548.0,1853.0,61.0,70.0,80.0,30.17,28.89,64.0,8.3,77.0,62.0,270.0,59.0,3.38,290.0,39.0,2019-09-01
116,72217003813,2019-09-01 23:59:00,32.6847,-83.6527,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",SOD,6,609.0,1900.0,71.0,82.0,79.0,30.06,29.69,74.0,6.6,90.0,73.0,40.0,21.0,,40.0,16.0,2019-09-01
117,72777094012,2019-09-01 23:59:00,48.5428,-109.7633,787.9,"HAVRE AIRPORT ASOS, MT US",SOD,6,536.0,1901.0,53.0,66.0,64.0,29.97,27.28,59.0,9.3,81.0,51.0,80.0,27.0,,90.0,23.0,2019-09-01
118,72792594227,2019-09-01 23:59:00,47.238,-123.1408,82.6,"SHELTON AIRPORT, WA US",SOD,6,531.0,1853.0,57.0,68.0,74.0,29.98,29.69,61.0,8.2,78.0,57.0,230.0,24.0,0.0,240.0,18.0,2019-09-01
119,72529014768,2019-09-01 23:59:00,43.11722,-77.67541,164.3,"ROCHESTER GREATER INTERNATIONAL, NY US",SOD,6,535.0,1846.0,56.0,65.0,74.0,30.21,29.63,60.0,3.5,76.0,53.0,210.0,16.0,0.52,220.0,13.0,2019-09-01
120,72550014942,2019-09-01 23:59:00,41.3102,-95.8991,299.3,"OMAHA EPPLEY AIRFIELD, NE US",SOD,6,550.0,1857.0,63.0,69.0,81.0,30.08,29.04,66.0,8.5,79.0,59.0,180.0,19.0,0.0,180.0,15.0,2019-09-01
121,72316013870,2019-09-01 23:59:00,31.5358,-82.5067,58.8,"ALMA BACON CO AIRPORT, GA US",SOD,6,606.0,1854.0,74.0,82.0,86.0,30.03,29.82,75.0,3.2,89.0,74.0,100.0,25.0,0.06,90.0,14.0,2019-09-01
122,72353013967,2019-09-01 23:59:00,35.3889,-97.6006,391.7,"OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US",SOD,6,603.0,1858.0,70.0,78.0,81.0,30.05,28.69,72.0,3.5,88.0,67.0,190.0,14.0,0.0,100.0,10.0,2019-09-01
123,72654614946,2019-09-01 23:59:00,44.9047,-97.1494,532.8,"WATERTOWN REGIONAL AIRPORT, SD US",SOD,6,550.0,1906.0,60.0,67.0,86.0,30.05,28.21,62.0,5.8,76.0,57.0,170.0,19.0,,170.0,14.0,2019-09-01
124,72323003856,2019-09-01 23:59:00,34.6441,-86.7869,190.2,"HUNTSVILLE INTNL AIRPORT, AL US",SOD,6,520.0,1814.0,68.0,80.0,70.0,30.08,29.4,71.0,3.3,92.0,67.0,130.0,13.0,0.0,110.0,10.0,2019-09-01
125,72734714841,2019-09-01 23:59:00,45.5644,-84.7927,214.9,"PELLSTON REGIONAL AIRPORT, MI US",SOD,6,600.0,1917.0,47.0,58.0,71.0,30.16,29.41,52.0,2.9,76.0,39.0,250.0,25.0,0.0,320.0,14.0,2019-09-01
126,70381025309,2019-09-01 23:59:00,58.3566,-134.564,4.9,"JUNEAU AIRPORT, AK US",SOD,6,457.0,1858.0,46.0,58.0,67.0,30.01,29.98,51.0,3.7,70.0,45.0,320.0,15.0,0.0,300.0,12.0,2019-09-01
127,72772024144,2019-09-01 23:59:00,46.6056,-111.9636,1166.8,"HELENA AIRPORT ASOS, MT US",SOD,6,548.0,1907.0,46.0,75.0,40.0,29.95,26.05,58.0,6.9,91.0,59.0,100.0,20.0,0.0,90.0,16.0,2019-09-01
128,72241012917,2019-09-01 23:59:00,29.95056,-94.02056,4.9,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",SOD,6,553.0,1839.0,73.0,86.0,69.0,29.98,29.96,77.0,6.0,96.0,75.0,40.0,23.0,0.0,30.0,15.0,2019-09-01
129,72425003860,2019-09-01 23:59:00,38.36532,-82.55485,251.2,"HUNTINGTON TRI STATE AIRPORT, WV US",SOD,6,559.0,1900.0,67.0,77.0,74.0,30.09,29.22,70.0,4.0,88.0,66.0,190.0,19.0,,190.0,14.0,2019-09-01
130,74331253925,2019-09-01 23:59:00,34.0502,-94.4008,108.2,"DE QUEEN SEVIER CO AIRPORT, AR US",SOD,6,551.0,1844.0,71.0,82.0,76.0,30.02,29.65,75.0,2.1,95.0,69.0,90.0,9.0,0.0,130.0,7.0,2019-09-01
131,72792394225,2019-09-01 23:59:00,46.9727,-123.9302,3.7,"HOQUIAM BOWERMAN AIRPORT, WA US",SOD,6,535.0,1856.0,62.0,65.0,94.0,30.03,29.99,63.0,4.9,69.0,61.0,270.0,18.0,0.0,270.0,14.0,2019-09-01
132,72525014852,2019-09-01 23:59:00,41.2548,-80.6737,355.7,"YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US",SOD,6,549.0,1856.0,60.0,70.0,78.0,30.15,28.9,63.0,6.1,80.0,59.0,200.0,18.0,0.67,150.0,14.0,2019-09-01
133,72429093815,2019-09-01 23:59:00,39.9064,-84.2185,305.7,"DAYTON INTERNATIONAL AIRPORT, OH US",SOD,6,604.0,1909.0,63.0,73.0,74.0,30.11,29.07,66.0,4.6,83.0,62.0,330.0,17.0,0.0,350.0,12.0,2019-09-01
134,72694024232,2019-09-01 23:59:00,44.905,-123.0011,62.5,"SALEM AIRPORT MCNARY FIELD, OR US",SOD,6,534.0,1849.0,55.0,72.0,61.0,29.98,29.77,61.0,4.8,83.0,60.0,190.0,21.0,0.0,320.0,15.0,2019-09-01
135,72536094830,2019-09-01 23:59:00,41.5871,-83.8055,205.4,"TOLEDO EXPRESS AIRPORT, OH US",SOD,6,601.0,1909.0,60.0,67.0,79.0,30.13,29.41,62.0,4.0,71.0,62.0,80.0,13.0,0.13,80.0,10.0,2019-09-01
136,72248713935,2019-09-01 23:59:00,31.3953,-92.2907,36.0,"ALEXANDRIA ESLER FIELD, LA US",SOD,6,545.0,1833.0,70.0,80.0,74.0,30.0,29.88,73.0,2.8,96.0,64.0,120.0,19.0,0.0,130.0,13.0,2019-09-01
137,72327013897,2019-09-01 23:59:00,36.11889,-86.68917,182.9,"NASHVILLE INTERNATIONAL AIRPORT, TN US",SOD,6,518.0,1815.0,67.0,79.0,68.0,30.08,29.44,71.0,3.2,91.0,67.0,190.0,25.0,0.0,200.0,20.0,2019-09-01
138,72547094908,2019-09-01 23:59:00,42.39778,-90.70361,321.9,"DUBUQUE REGIONAL AIRPORT, IA US",SOD,6,528.0,1837.0,61.0,66.0,87.0,30.12,28.96,63.0,3.8,76.0,56.0,210.0,11.0,0.0,210.0,8.0,2019-09-01
139,70271026425,2019-09-01 23:59:00,62.1591,-145.4588,476.1,"GULKANA AIRPORT, AK US",SOD,6,531.0,1951.0,42.0,49.0,76.0,29.85,28.17,46.0,11.8,64.0,34.0,150.0,37.0,,160.0,29.0,2019-09-01
140,72522014750,2019-09-01 23:59:00,43.33845,-73.61028,97.8,"GLENS FALLS AIRPORT, NY US",SOD,6,518.0,1830.0,53.0,59.0,77.0,30.3,29.95,57.0,1.7,72.0,46.0,200.0,18.0,0.06,190.0,14.0,2019-09-01
141,72241612971,2019-09-01 23:59:00,29.7089,-98.0458,196.6,"NEW BRAUNFELS MUNICIPAL AIRPORT, TX US",SOD,6,609.0,1855.0,68.0,86.0,60.0,29.98,29.31,73.0,4.1,98.0,74.0,60.0,32.0,0.0,90.0,25.0,2019-09-01
142,72253012921,2019-09-01 23:59:00,29.5443,-98.4839,240.5,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",SOD,6,611.0,1856.0,68.0,88.0,59.0,29.97,29.16,73.0,5.2,98.0,78.0,130.0,28.0,,140.0,20.0,2019-09-01
143,72248013957,2019-09-01 23:59:00,32.4472,-93.8244,77.4,"SHREVEPORT REGIONAL AIRPORT, LA US",SOD,6,550.0,1840.0,67.0,84.0,59.0,30.01,29.74,72.0,4.1,97.0,70.0,60.0,18.0,0.0,80.0,15.0,2019-09-01
144,72450003928,2019-09-01 23:59:00,37.6475,-97.43,402.6,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",SOD,6,600.0,1859.0,67.0,75.0,76.0,30.07,28.67,70.0,5.3,86.0,63.0,150.0,15.0,0.0,140.0,12.0,2019-09-01
145,72255012912,2019-09-01 23:59:00,28.8614,-96.9303,35.1,"VICTORIA REGIONAL AIRPORT, TX US",SOD,6,606.0,1849.0,72.0,86.0,69.0,29.98,29.85,76.0,5.9,99.0,73.0,140.0,23.0,0.0,140.0,20.0,2019-09-01
146,72421093814,2019-09-01 23:59:00,39.0444,-84.6724,269.1,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",SOD,6,607.0,1910.0,65.0,76.0,73.0,30.07,29.16,68.0,4.9,87.0,65.0,180.0,18.0,,180.0,15.0,2019-09-01
147,72324013882,2019-09-01 23:59:00,35.03362,-85.20044,204.2,"CHATTANOOGA AIRPORT, TN US",SOD,6,613.0,1908.0,66.0,80.0,67.0,30.1,29.38,70.0,1.6,93.0,66.0,90.0,13.0,0.0,100.0,10.0,2019-09-01
148,74768853858,2019-09-01 23:59:00,30.46361,-88.53194,5.5,"PASCAGOULA LOTT INTERNATIONAL AIRPORT, MS US",SOD,6,531.0,1817.0,74.0,84.0,82.0,30.0,29.98,76.0,4.3,93.0,75.0,230.0,16.0,0.25,20.0,12.0,2019-09-01
149,72427053868,2019-09-01 23:59:00,36.023,-84.2337,274.3,"OAK RIDGE ASOS, TN US",SOD,6,608.0,1905.0,64.0,78.0,69.0,30.11,29.18,69.0,0.6,90.0,65.0,140.0,10.0,0.0,150.0,8.0,2019-09-01
150,72567024032,2019-09-01 23:59:00,42.8783,-100.55,789.4,"VALENTINE MILLER FIELD AIRPORT, NE US",SOD,6,607.0,1917.0,66.0,76.0,71.0,29.98,27.32,69.0,8.1,89.0,63.0,160.0,20.0,0.0,150.0,15.0,2019-09-01
151,72462023061,2019-09-01 23:59:00,37.4389,-105.8613,2296.1,"ALAMOSA BERGMAN FIELD, CO US",SOD,6,534.0,1833.0,39.0,68.0,42.0,30.09,22.99,51.0,6.5,87.0,49.0,200.0,32.0,0.0,200.0,23.0,2019-09-01
152,72420014891,2019-09-01 23:59:00,40.8204,-82.5178,393.2,"MANSFIELD LAHM REGIONAL AIRPORT, OH US",SOD,6,557.0,1903.0,62.0,68.0,86.0,30.14,28.77,63.0,5.6,77.0,59.0,200.0,27.0,1.27,210.0,21.0,2019-09-01
153,72394023273,2019-09-01 23:59:00,34.8994,-120.4486,73.8,"SANTA MARIA PUBLIC AIRPORT, CA US",SOD,6,534.0,1829.0,57.0,72.0,68.0,29.9,29.63,62.0,3.6,87.0,57.0,320.0,22.0,0.0,310.0,14.0,2019-09-01
154,72402093739,2019-09-01 23:59:00,37.93718,-75.46629,14.0,"WALLOPS ISLAND NASA TEST FACILITY, VA US",SOD,6,531.0,1832.0,70.0,79.0,79.0,30.22,30.19,73.0,11.5,84.0,74.0,80.0,22.0,0.0,70.0,17.0,2019-09-01
155,72250012919,2019-09-01 23:59:00,25.9141,-97.423,7.3,"BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT, TX US",SOD,6,610.0,1849.0,76.0,88.0,72.0,29.94,29.91,79.0,6.9,98.0,78.0,30.0,24.0,0.0,70.0,20.0,2019-09-01
156,72507014765,2019-09-01 23:59:00,41.7225,-71.4325,16.8,"PROVIDENCE, RI US",SOD,6,511.0,1819.0,56.0,68.0,71.0,30.33,30.27,61.0,6.4,77.0,58.0,210.0,17.0,0.0,160.0,14.0,2019-09-01
157,70267026415,2019-09-01 23:59:00,63.9944,-145.7214,389.2,"BIG DELTA AIRPORT, AK US",SOD,6,526.0,1958.0,40.0,53.0,61.0,29.73,28.38,48.0,17.9,66.0,39.0,190.0,50.0,0.0,190.0,37.0,2019-09-01
158,91413040308,2019-09-01 23:59:00,9.48333,138.08333,13.4,"YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM",SOD,8,639.0,1857.0,77.0,84.0,83.0,29.82,29.75,79.0,4.1,88.0,80.0,,,0.0,130.0,9.0,2019-09-01
159,72428014821,2019-09-01 23:59:00,39.9907,-82.877,248.7,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",SOD,6,559.0,1903.0,61.0,70.0,77.0,30.11,29.26,64.0,5.6,79.0,61.0,300.0,32.0,0.55,310.0,26.0,2019-09-01
160,72383023187,2019-09-01 23:59:00,34.7436,-118.7242,1374.6,"SANDBERG, CA US",SOD,6,528.0,1822.0,37.0,85.0,19.0,29.93,25.53,58.0,8.5,96.0,73.0,320.0,28.0,0.0,320.0,21.0,2019-09-01
161,72508014740,2019-09-01 23:59:00,41.9375,-72.6819,53.3,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",SOD,6,516.0,1825.0,54.0,66.0,68.0,30.32,30.12,59.0,5.9,77.0,54.0,180.0,18.0,0.0,160.0,14.0,2019-09-01
162,72310013883,2019-09-01 23:59:00,33.94228,-81.11803,68.6,"COLUMBIA METROPOLITAN AIRPORT, SC US",SOD,6,558.0,1851.0,68.0,83.0,73.0,30.1,29.87,72.0,6.3,92.0,73.0,110.0,32.0,0.61,110.0,26.0,2019-09-01
163,72223013894,2019-09-01 23:59:00,30.68833,-88.24556,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD,6,529.0,1816.0,75.0,83.0,85.0,30.01,29.77,77.0,6.4,91.0,74.0,10.0,17.0,0.0,20.0,14.0,2019-09-01
164,72698024229,2019-09-01 23:59:00,45.5958,-122.6093,5.8,"PORTLAND INTERNATIONAL AIRPORT, OR US",SOD,6,531.0,1849.0,57.0,75.0,59.0,29.98,29.87,64.0,6.1,84.0,66.0,310.0,20.0,0.0,320.0,14.0,2019-09-01
165,72510094746,2019-09-01 23:59:00,42.2706,-71.8731,304.8,"WORCESTER, MA US",SOD,6,512.0,1822.0,52.0,63.0,68.0,30.34,29.26,57.0,6.0,70.0,56.0,180.0,15.0,0.0,180.0,12.0,2019-09-01
166,72757014916,2019-09-01 23:59:00,47.9428,-97.1839,256.6,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",SOD,6,547.0,1910.0,56.0,62.0,79.0,30.04,29.15,59.0,5.5,72.0,52.0,30.0,16.0,0.01,360.0,13.0,2019-09-01
167,72412503859,2019-09-01 23:59:00,37.2978,-81.20366,870.5,"BLUEFIELD MERCER CO AIRPORT, WV US",SOD,6,555.0,1854.0,58.0,71.0,67.0,30.16,27.27,62.0,4.7,79.0,63.0,150.0,16.0,0.0,150.0,10.0,2019-09-01
168,72403093738,2019-09-01 23:59:00,38.93486,-77.44728,88.4,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",SOD,6,538.0,1841.0,65.0,75.0,74.0,30.22,29.89,68.0,5.8,80.0,69.0,130.0,14.0,,130.0,12.0,2019-09-01
169,72202012839,2019-09-01 23:59:00,25.7881,-80.3169,8.8,"MIAMI INTERNATIONAL AIRPORT, FL US",SOD,6,601.0,1841.0,75.0,86.0,74.0,29.87,29.85,77.0,6.0,93.0,79.0,360.0,21.0,0.46,80.0,15.0,2019-09-01
170,72643014920,2019-09-01 23:59:00,43.8788,-91.2527,198.7,"LA CROSSE MUNICIPAL AIRPORT, WI US",SOD,6,528.0,1841.0,56.0,68.0,71.0,30.09,29.38,61.0,5.6,81.0,54.0,230.0,15.0,0.0,240.0,12.0,2019-09-01
171,72655014926,2019-09-01 23:59:00,45.5433,-94.0513,310.3,"ST. CLOUD REGIONAL AIRPORT, MN US",SOD,6,537.0,1854.0,58.0,63.0,85.0,30.1,28.97,60.0,4.7,68.0,58.0,180.0,16.0,0.03,180.0,12.0,2019-09-01
172,72635594871,2019-09-01 23:59:00,42.1256,-86.4284,196.0,"BENTON HARBOR, MI US",SOD,6,611.0,1920.0,60.0,66.0,83.0,30.12,29.45,62.0,4.9,72.0,59.0,150.0,16.0,0.12,130.0,12.0,2019-09-01
173,72503014732,2019-09-01 23:59:00,40.77944,-73.88035,3.4,"LAGUARDIA AIRPORT, NY US",SOD,6,522.0,1828.0,57.0,72.0,60.0,30.29,30.27,63.0,9.7,78.0,65.0,70.0,22.0,0.0,130.0,16.0,2019-09-01
174,72521014895,2019-09-01 23:59:00,40.9181,-81.4435,369.7,"AKRON CANTON AIRPORT, OH US",SOD,6,552.0,1859.0,62.0,70.0,79.0,30.13,28.82,65.0,6.9,81.0,59.0,180.0,22.0,0.29,200.0,16.0,2019-09-01
175,72259003927,2019-09-01 23:59:00,32.8978,-97.0189,170.7,"DAL FTW WSCMO AIRPORT, TX US",SOD,6,602.0,1853.0,68.0,83.0,62.0,30.0,29.38,73.0,3.2,95.0,71.0,130.0,15.0,0.0,110.0,12.0,2019-09-01
176,72502014734,2019-09-01 23:59:00,40.6825,-74.1694,2.1,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",SOD,6,523.0,1829.0,58.0,70.0,63.0,30.29,30.27,63.0,9.3,77.0,62.0,130.0,20.0,0.0,120.0,16.0,2019-09-01
177,72543094822,2019-09-01 23:59:00,42.1927,-89.093,222.5,"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",SOD,6,521.0,1831.0,62.0,68.0,87.0,30.13,29.33,64.0,2.9,75.0,61.0,100.0,14.0,0.17,90.0,9.0,2019-09-01
178,72691724284,2019-09-01 23:59:00,43.41333,-124.24361,5.2,"NORTH BEND SOUTHWEST OREGON REGIONAL AIRPORT, OR US",SOD,6,541.0,1852.0,60.0,66.0,89.0,30.04,30.03,62.0,5.6,72.0,59.0,320.0,15.0,0.0,330.0,13.0,2019-09-01
179,72693024221,2019-09-01 23:59:00,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",SOD,6,536.0,1849.0,55.0,73.0,58.0,30.0,29.6,62.0,4.7,85.0,60.0,260.0,18.0,0.0,280.0,14.0,2019-09-01
180,70174026533,2019-09-01 23:59:00,66.9175,-151.5189,193.2,"BETTLES AIRPORT, AK US",SOD,6,537.0,2033.0,34.0,45.0,55.0,29.79,29.08,43.0,5.9,60.0,30.0,60.0,20.0,0.0,50.0,14.0,2019-09-01
181,72445003945,2019-09-01 23:59:00,38.8169,-92.2183,272.2,"COLUMBIA SNOW, MO US",SOD,6,538.0,1839.0,63.0,70.0,84.0,30.11,29.16,65.0,3.6,76.0,63.0,340.0,12.0,0.0,340.0,10.0,2019-09-01
182,72677024033,2019-09-01 23:59:00,45.8069,-108.5422,1091.5,"BILLINGS INTERNATIONAL AIRPORT, MT US",SOD,6,535.0,1853.0,51.0,75.0,43.0,29.91,26.35,61.0,8.1,89.0,60.0,50.0,19.0,0.0,50.0,16.0,2019-09-01
183,72422093820,2019-09-01 23:59:00,38.0408,-84.6058,298.7,"LEXINGTON BLUEGRASS AIRPORT, KY US",SOD,6,608.0,1908.0,65.0,80.0,64.0,30.08,29.06,70.0,6.7,90.0,69.0,240.0,26.0,0.0,220.0,18.0,2019-09-01
184,91765061705,2019-09-01 23:59:00,-14.33056,-170.71361,3.7,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ",SOD,8,628.0,1818.0,70.0,80.0,72.0,29.92,29.91,73.0,18.9,81.0,79.0,140.0,27.0,,140.0,23.0,2019-09-01
185,72530094846,2019-09-01 23:59:00,41.96019,-87.93162,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",SOD,6,517.0,1826.0,61.0,68.0,81.0,30.1,29.37,63.0,4.5,73.0,62.0,90.0,17.0,0.34,90.0,14.0,2019-09-01
186,72220012832,2019-09-01 23:59:00,29.73333,-85.03333,5.8,"APALACHICOLA AIRPORT, FL US",SOD,6,617.0,1903.0,74.0,83.0,80.0,29.98,29.96,76.0,7.7,90.0,76.0,60.0,23.0,,60.0,16.0,2019-09-01
187,72764024011,2019-09-01 23:59:00,46.7825,-100.7572,503.2,"BISMARCK MUNICIPAL AIRPORT, ND US",SOD,6,602.0,1923.0,60.0,68.0,80.0,30.04,28.29,62.0,5.2,78.0,58.0,60.0,17.0,,60.0,13.0,2019-09-01
188,72622794790,2019-09-01 23:59:00,43.98867,-76.02623,96.9,"WATERTOWN AIRPORT, NY US",SOD,6,527.0,1840.0,55.0,62.0,77.0,30.23,29.9,58.0,4.8,71.0,53.0,170.0,20.0,0.22,170.0,12.0,2019-09-01
189,91334040505,2019-09-01 23:59:00,7.46666,151.85,1.5,"CHUUK WEATHER SERVICE OFFICE AIRPORT, FM FM",SOD,8,545.0,1801.0,79.0,83.0,88.0,29.78,29.77,80.0,5.1,88.0,77.0,,,1.13,36.0,8.0,2019-09-01
190,72703314609,2019-09-01 23:59:00,46.1185,-67.7928,145.1,"HOULTON AIRPORT, ME US",SOD,6,451.0,1810.0,45.0,54.0,71.0,30.31,29.79,50.0,3.1,70.0,37.0,230.0,14.0,0.0,230.0,12.0,2019-09-01
191,72266013962,2019-09-01 23:59:00,32.4105,-99.6822,545.6,"ABILENE REGIONAL AIRPORT, TX US",SOD,6,614.0,1903.0,65.0,84.0,58.0,30.0,28.19,71.0,6.6,97.0,71.0,90.0,28.0,0.01,170.0,21.0,2019-09-01
192,72535014848,2019-09-01 23:59:00,41.7072,-86.3163,235.6,"SOUTH BEND AIRPORT, IN US",SOD,6,611.0,1919.0,60.0,66.0,81.0,30.13,29.31,62.0,6.2,74.0,58.0,150.0,19.0,0.32,130.0,15.0,2019-09-01
193,72584523225,2019-09-01 23:59:00,39.2774,-120.7102,1608.1,"BLUE CANYON AIRPORT, CA US",SOD,6,531.0,1834.0,40.0,71.0,34.0,29.91,24.87,53.0,4.6,79.0,63.0,170.0,22.0,0.0,190.0,15.0,2019-09-01
